SRR5816161.805418	1	1
SRR5816161.805418	2	0
SRR5816161.805418	3	0
SRR5816161.805418	4	0
SRR5816161.805418	5	99
SRR5816161.805418	6	13
SRR5816161.805418	7	0
SRR5816161.805418	8	13
SRR5816161.805418	9	0
SRR5816161.805418	10	0
SRR5816161.805418	11	0
SRR5816161.805418	12	4
SRR5816161.805418	13	0
SRR5816161.805418	14	2
SRR5816161.805418	15	0
SRR5816161.805418	16	0
SRR5816161.805418	17	2
SRR5816161.805418	18	0
SRR5816161.805418	19	0
SRR5816161.805418	20	0
SRR5816161.805418	21	0
SRR5816161.805418	22	0
SRR5816161.805418	23	0
SRR5816161.805418	24	0
SRR5816161.805418	25	0
SRR5816161.805418	26	0
SRR5816161.805418	27	0
SRR5816161.805418	28	0
SRR5816161.805418	29	0
SRR5816161.805418	30	0
SRR5816161.805418	31	0
SRR5816161.805418	32	0
SRR5816161.805418	33	0
SRR5816161.805418	34	6
SRR5816161.805418	35	0
SRR5816161.805418	36	0
SRR5816161.805418	37	4
SRR5816161.805418	38	0
SRR5816161.805418	39	0
SRR5816161.805418	40	0
SRR5816161.805418	41	0
SRR5816161.805418	42	0
SRR5816161.805418	43	0
SRR5816161.805418	44	0
SRR5816161.805418	45	0
SRR5816161.805418	46	0
SRR5816161.805418	47	0
SRR5816161.805418	48	0
SRR5816161.805418	49	0
SRR5816161.805418	50	0
SRR5816161.805418	51	0
SRR5816161.805418	52	0
SRR5816161.805418	53	0
SRR5816161.805418	54	0
SRR5816161.805418	55	0
SRR5816161.805418	56	0
SRR5816161.805418	57	0
SRR5816161.805418	58	0
SRR5816161.805418	59	0
SRR5816161.805418	60	0
SRR5816161.805418	61	0
SRR5816161.805418	62	0
SRR5816161.805418	63	1
SRR5816161.805418	64	0
SRR5816161.805418	65	0
SRR5816161.805418	66	0
SRR5816161.805418	67	0
SRR5816161.805418	68	0
SRR5816161.805418	69	0
SRR5816161.805418	70	1
SRR5816161.805418	71	0
SRR5816161.805418	72	0
SRR5816161.805418	73	0
SRR5816161.805418	74	0
SRR5816161.805418	75	0
SRR5816161.805418	76	0
SRR5816161.805418	77	0
SRR5816161.805418	78	0
SRR5816161.805418	79	0
SRR5816161.805418	80	1
SRR5816161.805418	81	0
SRR5816161.805418	82	0
SRR5816161.805418	83	0
SRR5816161.805418	84	0
SRR5816161.805418	85	0
SRR5816161.805418	86	0
SRR5816161.805418	87	0
SRR5816161.805418	88	0
SRR5816161.805418	89	0
SRR5816161.805418	90	0
SRR5816161.805418	91	0
SRR5816161.805418	92	0
SRR5816161.805418	93	0
SRR5816161.805418	94	0
SRR5816161.805418	95	0
SRR5816161.805418	96	0
SRR5816161.805418	97	0
SRR5816161.805418	98	0
SRR5816161.805418	99	0
SRR5816161.805418	100	0
SRR5816161.805418	101	0
SRR5816161.805418	102	0
SRR5816161.805418	103	0
SRR5816161.805418	104	0
SRR5816161.805418	105	0
SRR5816161.805418	106	0
SRR5816161.805418	107	0
SRR5816161.805418	108	0
SRR5816161.805418	109	0
SRR5816161.805418	110	0
SRR5816161.805418	111	0
SRR5816161.805418	112	0
SRR5816161.805418	113	0
SRR5816161.805418	114	0
SRR5816161.805418	115	0
SRR5816161.805418	116	0
SRR5816161.805418	117	0
SRR5816161.805418	118	0
SRR5816161.805418	119	0
SRR5816161.805418	120	0
SRR5816161.805418	121	0
SRR5816161.805418	122	0
SRR5816161.805418	123	0
SRR5816161.805418	124	0
SRR5816161.805418	125	0
SRR5816161.805418	126	0
SRR5816161.805418	127	0
SRR5816161.805418	128	0
SRR5816161.805418	129	0
SRR5816161.805418	130	0
SRR5816161.805418	131	0
SRR5816161.805418	132	0
SRR5816161.805418	133	0
SRR5816161.805418	134	0
SRR5816161.805418	135	0
SRR5816161.805418	136	0
SRR5816161.805418	137	0
SRR5816161.805418	138	0
SRR5816161.805418	139	0
SRR5816161.805418	140	0
SRR5816161.805418	141	0
SRR5816161.805418	142	0
SRR5816161.805418	143	0
SRR5816161.805418	144	0
SRR5816161.805418	145	0
SRR5816161.805418	146	0
SRR5816161.805418	147	0
SRR5816161.805418	148	0
SRR5816161.805418	149	0
SRR5816161.805418	150	0
SRR5816161.805418	151	0
SRR5816161.805418	152	0
SRR5816161.805418	153	0
SRR5816161.805418	154	0
SRR5816161.805418	155	0
SRR5816161.805418	156	0
SRR5816161.805418	157	0
SRR5816161.805418	158	0
SRR5816161.805418	159	0
SRR5816161.805418	160	0
SRR5816161.805418	161	0
SRR5816161.805418	162	1
SRR5816161.805418	163	0
SRR5816161.805418	164	0
SRR5816161.805418	165	0
SRR5816161.805418	166	0
SRR5816161.805418	167	0
SRR5816161.805418	168	0
SRR5816161.805418	169	0
SRR5816161.805418	170	0
SRR5816161.805418	171	0
SRR5816161.805418	172	0
SRR5816161.805418	173	0
SRR5816161.805418	174	0
SRR5816161.805418	175	0
SRR5816161.805418	176	0
SRR5816161.805418	177	0
SRR5816161.805418	178	0
SRR5816161.805418	179	0
SRR5816161.805418	180	0
SRR5816161.805418	181	0
SRR5816161.805418	182	0
SRR5816161.805418	183	1
SRR5816161.805418	184	0
SRR5816161.805418	185	0
SRR5816161.805418	186	0
SRR5816161.805418	187	0
