variableStep chrom=SRR5816161.51424083
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
91	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
100	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
123	1
124	1
125	1
126	1
127	1
128	1
129	1
130	1
131	1
132	1
133	1
134	1
135	1
136	1
137	1
138	1
139	1
140	1
141	1
142	1
143	1
144	1
145	1
146	1
147	1
148	1
149	1
150	1
151	1
152	1
153	1
154	2
155	2
156	2
157	2
158	2
159	2
160	2
161	2
162	2
163	2
164	2
165	2
166	2
167	2
168	2
169	2
170	2
171	2
172	2
173	2
174	3
175	4
176	4
177	4
178	4
179	4
180	4
181	4
182	4
183	4
184	4
185	4
186	4
187	6
188	27
189	27
190	27
191	27
192	27
193	27
194	27
195	27
196	27
197	28
198	34
199	45
200	47
201	47
202	47
203	49
204	49
205	49
206	49
207	49
208	49
209	49
210	49
211	49
212	49
213	49
214	49
215	49
216	49
217	49
218	49
219	49
220	49
221	49
222	49
223	49
224	50
225	50
226	50
227	50
228	50
229	50
230	50
231	50
232	50
233	50
234	50
235	50
236	50
237	50
238	50
239	50
240	50
241	50
242	50
243	50
244	50
245	50
246	50
247	50
248	50
249	50
250	50
251	50
252	50
253	50
254	50
255	50
256	50
257	50
258	50
259	50
260	50
261	50
262	50
263	50
264	50
265	50
266	50
267	50
268	50
269	50
270	50
271	50
272	50
273	50
274	50
275	50
276	50
277	50
278	50
279	50
280	50
281	50
282	50
283	50
284	50
285	50
286	50
287	50
288	50
289	50
290	50
291	50
292	50
293	50
294	50
295	50
296	50
297	50
298	50
299	50
300	50
301	50
302	50
303	50
304	50
305	50
306	50
307	50
308	50
309	50
310	50
311	50
312	50
313	50
314	50
315	50
316	50
317	50
318	52
319	52
320	52
321	52
322	52
323	52
324	52
325	52
326	52
327	52
328	52
329	52
330	52
331	52
332	52
333	52
334	52
335	52
336	53
337	53
338	53
339	53
340	53
341	53
342	53
343	53
344	53
345	53
346	53
347	53
348	53
349	53
350	53
351	53
352	53
353	53
354	53
355	53
356	53
357	53
358	53
359	53
360	53
361	53
362	53
363	53
364	53
365	53
366	53
367	53
368	53
369	53
370	53
371	53
372	53
373	53
374	53
375	53
376	53
377	53
378	53
379	53
380	53
381	53
382	53
383	53
384	53
385	53
386	53
387	53
388	53
389	53
390	53
391	53
392	53
393	53
394	53
395	53
396	53
397	53
398	53
399	53
400	53
401	53
402	53
403	53
404	53
405	53
406	53
407	53
408	53
409	53
410	53
411	53
412	53
413	53
414	53
415	54
416	54
417	54
418	54
419	54
420	54
421	54
422	54
423	54
424	54
425	54
426	54
427	54
428	54
429	55
430	55
431	55
432	55
433	55
434	55
435	55
436	55
437	55
438	55
439	55
440	55
441	55
442	55
443	55
444	55
445	55
446	55
447	55
448	55
449	55
450	55
451	55
452	55
453	55
454	55
455	55
456	55
457	55
458	55
459	55
460	55
461	55
462	55
463	55
464	55
465	55
466	55
467	55
468	55
469	55
470	55
471	55
472	55
473	55
474	55
475	55
476	55
477	55
478	55
479	55
480	55
481	55
482	55
483	55
484	55
485	55
486	55
487	55
488	55
489	55
490	55
491	55
492	55
493	55
494	55
495	55
496	55
497	55
498	55
499	55
500	55
501	55
502	55
503	55
504	55
505	55
506	55
507	55
508	55
509	55
510	55
511	55
512	55
513	55
514	55
515	55
516	55
517	55
518	55
519	55
520	55
521	55
522	55
523	55
524	55
525	55
526	55
527	55
528	55
529	55
530	55
531	55
532	55
533	55
534	55
535	55
536	55
537	55
538	55
539	55
540	55
541	55
542	55
543	55
544	55
545	55
546	55
547	55
548	55
549	55
550	55
551	55
552	55
553	55
554	55
555	55
556	55
557	55
558	55
559	55
560	55
561	55
562	55
563	55
564	55
565	55
566	55
567	55
568	55
569	55
570	55
571	55
572	55
573	55
574	55
575	55
576	55
577	55
578	55
579	55
580	55
581	55
582	55
583	55
584	55
585	55
586	55
587	55
588	55
589	55
590	55
591	55
592	55
593	55
594	55
595	55
596	55
597	55
598	55
