0	0	0	1	0	0
0	0	1	0	0	0
0	0	0	1	0	0
0	0	1	0	0	0
0	0	1	0	0	0
0	0	0	0	1	0
0	1	0	0	0	0
0	0	0	0	1	0
0	0	0	1	0	0
0	1	0	0	0	0
0	0	0	1	0	0
0	0	1	0	0	0
0	1	0	0	0	0
0	0	1	0	0	0
0	0	0	0	1	0
0	0	0	0	1	0
0	0	0	1	0	0
0	0	1	0	0	0
0	0	0	0	1	0
0	1	0	0	0	0
0	0	1	0	0	0
0	0	0	0	1	0
0	0	0	0	1	0
0	0	0	1	0	0
0	0	1	0	0	0
0	0	0	1	0	0
0	0	0	0	1	0
0	0	1	0	0	0
0	0	1	0	0	0
0	1	0	0	0	0
0	0	0	0	1	0
0	1	0	0	0	0
0	0	0	0	1	0
0	1	0	0	0	0
0	0	0	0	1	0
0	1	0	0	0	0
0	0	1	0	0	0
0	0	0	0	1	0
0	0	1	0	0	0
0	1	0	0	0	0
0	0	1	0	0	0
0	0	0	0	1	0
0	0	0	0	1	0
0	1	0	0	0	0
0	0	0	0	1	0
0	0	0	0	1	0
0	0	0	0	1	0
0	0	0	0	1	0
0	1	0	0	0	0
0	0	1	0	0	0
0	0	0	0	1	0
0	1	0	0	0	0
0	0	0	1	0	0
0	0	0	0	1	0
0	0	0	0	1	0
0	0	0	0	1	0
0	0	0	0	1	0
0	0	0	1	0	0
0	0	0	0	1	0
0	1	0	0	0	0
0	0	1	0	0	0
0	0	0	0	1	0
0	1	0	0	0	0
0	0	0	0	1	0
0	1	0	0	0	0
0	0	0	0	1	0
0	0	1	0	0	0
0	0	0	0	1	0
0	0	0	1	0	0
0	0	1	0	0	0
0	1	0	0	0	0
0	0	0	1	0	0
0	0	0	1	0	0
0	0	1	0	0	0
0	0	0	1	0	0
0	0	0	1	0	0
0	1	0	0	0	0
0	0	1	0	0	0
0	1	0	0	0	0
0	0	1	0	0	0
0	0	1	0	0	0
0	0	0	1	0	0
0	0	0	1	0	0
0	1	0	0	0	0
0	1	0	0	0	0
0	0	0	1	0	0
0	0	0	0	1	0
0	0	1	0	0	0
0	0	1	0	0	0
0	0	0	0	1	0
0	0	0	1	0	0
0	0	0	1	0	0
0	1	0	0	0	0
0	0	1	0	0	0
0	0	1	0	0	0
0	0	0	0	1	0
0	0	0	1	0	0
0	1	0	0	0	0
0	0	1	0	0	0
0	0	0	0	1	0
0	0	0	1	0	0
0	0	0	1	0	0
0	0	0	1	0	0
0	0	0	1	0	0
0	0	1	0	0	0
0	0	0	1	0	0
0	0	0	1	0	0
0	1	0	0	0	0
0	0	0	1	0	0
0	0	0	1	0	0
0	0	1	0	0	0
0	0	0	0	1	0
0	0	1	0	0	0
0	0	1	0	0	0
0	0	0	1	0	0
0	0	1	0	0	0
0	1	0	0	0	0
0	0	1	0	0	0
0	0	0	0	1	0
0	0	0	0	1	0
0	0	1	0	0	0
0	0	1	0	0	0
0	0	0	1	0	0
0	1	0	0	0	0
0	0	0	1	0	0
0	0	1	0	0	0
0	1	0	0	0	0
0	0	0	0	1	0
0	0	1	0	0	0
0	0	0	1	0	0
0	1	0	0	0	0
0	0	0	1	0	0
0	0	0	0	1	0
0	1	0	0	0	0
0	1	0	0	0	0
0	0	0	0	1	0
0	0	0	0	1	0
0	1	0	0	0	0
0	0	0	1	0	0
0	0	0	0	1	0
0	0	0	0	1	0
0	0	1	0	0	0
0	1	0	0	0	0
0	0	0	1	0	0
0	0	0	0	1	0
0	0	1	0	0	0
0	0	0	1	0	0
0	0	1	0	0	0
0	0	0	0	1	0
0	0	0	0	1	0
0	0	0	1	0	0
0	0	0	0	1	0
0	0	1	0	0	0
0	0	0	2	0	0
0	2	0	0	0	0
0	0	0	2	0	0
1	1	0	0	0	0
0	0	0	0	2	0
0	0	2	0	0	0
1	1	0	0	0	0
0	2	0	0	0	0
0	2	0	0	0	0
0	0	0	2	0	0
0	0	2	0	0	0
0	0	0	0	2	0
0	0	2	0	0	0
0	0	0	0	2	0
0	1	0	1	0	0
0	2	0	0	0	0
0	0	0	0	2	0
0	1	0	0	1	0
0	1	1	0	0	0
0	0	1	0	1	0
0	1	0	2	0	0
0	0	4	0	0	0
3	0	0	0	1	0
0	0	0	0	4	0
3	0	1	0	0	0
1	0	0	3	0	0
0	0	0	0	4	0
3	0	1	0	0	0
0	0	0	4	0	0
3	0	1	0	0	0
0	0	0	0	4	0
0	4	0	0	0	0
3	0	0	0	1	0
1	0	3	2	0	0
0	0	0	27	0	0
0	27	0	0	0	0
1	0	0	0	26	0
3	1	23	0	0	0
26	0	0	0	1	0
26	0	0	0	1	0
0	0	1	25	1	0
21	3	2	1	0	0
26	0	0	0	1	0
26	0	1	0	1	0
2	29	0	3	0	0
0	44	0	1	0	0
0	46	0	0	1	0
1	0	0	45	1	0
44	1	0	0	2	0
2	0	0	0	47	0
45	4	0	0	0	0
47	0	1	0	1	0
2	46	0	1	0	0
46	0	1	1	1	0
1	0	0	1	47	0
0	1	0	47	1	0
48	1	0	0	0	0
47	2	0	0	0	0
1	0	0	0	48	0
7	1	41	0	0	0
42	0	1	1	5	0
48	1	0	0	0	0
0	0	0	0	49	0
1	48	0	0	0	0
48	0	0	0	1	0
1	0	0	47	1	0
0	47	1	1	0	0
39	1	0	9	0	0
45	0	0	4	0	0
48	0	0	1	0	0
10	1	0	38	1	0
47	0	2	1	0	0
1	0	0	49	0	0
1	0	0	49	0	0
47	2	1	0	0	0
49	0	0	1	0	0
49	0	0	1	0	0
0	0	0	50	0	0
45	2	1	1	1	0
3	0	0	44	3	0
0	0	0	50	0	0
48	1	0	1	0	0
29	0	0	17	4	0
49	0	0	1	0	0
1	0	0	2	47	0
49	0	1	0	0	0
2	0	0	46	2	0
44	1	2	1	2	0
1	49	0	0	0	0
43	2	0	0	5	0
2	1	0	0	47	0
47	1	1	1	0	0
0	0	0	1	49	0
49	0	1	0	0	0
1	47	1	0	1	0
42	2	0	6	0	0
48	2	0	0	0	0
1	1	0	48	0	0
48	1	0	1	0	0
2	48	0	0	0	0
45	3	1	1	0	0
2	0	47	1	0	0
49	0	0	0	1	0
47	0	0	0	3	0
0	1	0	0	49	0
1	48	1	0	0	0
44	4	0	1	1	0
2	0	47	0	1	0
49	0	0	0	1	0
0	0	0	0	50	0
46	0	0	4	0	0
49	0	1	0	0	0
40	3	0	1	6	0
49	0	1	0	0	0
5	1	3	2	39	0
49	0	0	0	1	0
2	0	0	47	1	0
47	0	1	2	0	0
2	48	0	0	0	0
47	2	1	0	0	0
9	0	41	0	0	0
49	0	0	0	1	0
1	1	48	0	0	0
49	0	0	1	0	0
49	0	0	1	0	0
10	35	2	2	1	0
45	4	1	0	0	0
0	49	0	1	0	0
1	38	0	1	10	0
45	0	1	0	4	0
0	1	1	0	48	0
39	8	2	1	0	0
2	46	0	0	2	0
49	0	0	1	0	0
1	49	0	0	0	0
48	0	1	1	0	0
0	49	1	0	0	0
0	49	1	0	0	0
49	0	1	0	0	0
2	45	1	0	2	0
41	1	0	0	8	0
1	2	46	0	1	0
47	0	0	0	3	0
10	0	1	0	39	0
49	0	1	0	0	0
0	0	0	0	50	0
0	48	2	0	0	0
45	0	1	1	3	0
2	34	0	9	5	0
3	0	46	1	0	0
45	2	0	1	2	0
49	0	1	0	0	0
0	0	48	0	2	0
44	0	0	1	5	0
1	0	0	0	49	0
49	1	0	0	0	0
0	0	0	0	50	0
49	0	0	1	0	0
0	0	0	0	50	0
49	0	0	1	0	0
6	0	1	0	43	0
13	0	35	0	2	0
45	0	5	0	0	0
2	0	47	1	0	0
0	1	51	0	0	0
3	48	1	0	0	0
1	50	0	0	1	0
46	1	0	1	4	0
1	0	0	0	51	0
1	0	0	0	51	0
51	0	1	0	0	0
0	0	0	0	52	0
47	3	1	0	1	0
2	1	1	2	46	0
49	3	0	0	0	0
0	52	0	0	0	0
50	0	1	0	1	0
2	0	1	48	1	0
38	11	1	1	1	0
51	0	1	0	0	0
11	0	1	12	28	0
0	4	0	0	48	0
15	1	34	2	1	0
45	0	1	2	5	0
2	0	0	0	51	0
49	1	1	2	0	0
52	0	1	0	0	0
0	0	2	0	51	0
50	1	1	1	0	0
5	1	0	44	3	0
51	1	0	0	1	0
0	1	0	51	1	0
1	2	47	0	3	0
52	0	0	1	0	0
44	6	1	0	2	0
52	1	0	0	0	0
3	48	0	1	1	0
52	0	1	0	0	0
1	0	1	50	1	0
2	49	1	1	0	0
49	0	1	0	3	0
11	0	0	1	41	0
52	0	0	1	0	0
0	0	0	0	53	0
52	0	0	0	1	0
52	0	0	0	1	0
50	1	0	1	1	0
52	0	0	0	1	0
2	0	0	1	50	0
50	1	2	0	0	0
2	2	0	1	48	0
48	3	1	0	1	0
2	51	0	0	0	0
52	0	1	0	0	0
3	0	0	50	0	0
51	1	0	1	0	0
1	1	50	0	1	0
51	1	0	0	1	0
3	10	1	1	38	0
41	10	0	2	0	0
1	49	3	0	0	0
43	1	7	2	0	0
0	0	10	0	43	0
39	0	12	0	2	0
0	1	1	0	51	0
52	1	0	0	0	0
34	2	0	10	7	0
0	1	0	1	51	0
49	3	0	1	0	0
0	49	0	1	3	0
0	1	0	52	0	0
50	2	1	0	0	0
6	1	19	26	1	0
48	3	1	0	1	0
1	52	0	0	0	0
50	0	2	1	0	0
2	0	51	0	0	0
52	0	0	1	0	0
2	51	0	0	0	0
0	52	0	1	0	0
51	0	0	0	2	0
0	1	0	51	1	0
52	0	1	0	0	0
45	1	0	2	5	0
0	0	0	0	53	0
52	0	1	0	0	0
4	2	47	0	0	0
52	0	1	0	0	0
4	47	2	0	0	0
0	53	0	0	0	0
45	2	0	5	1	0
52	1	0	0	0	0
3	1	0	49	0	0
50	0	3	0	0	0
2	0	51	0	0	0
51	0	1	0	1	0
8	43	1	0	1	0
50	1	1	1	0	0
1	51	1	0	0	0
0	1	0	1	51	0
49	2	0	0	2	0
3	0	50	0	1	0
1	42	1	0	10	0
51	1	0	0	2	0
7	2	1	0	44	0
50	0	4	0	0	0
32	17	3	0	2	0
53	0	0	0	1	0
9	1	44	0	0	0
53	0	0	0	1	0
50	1	0	0	3	0
3	51	0	0	0	0
0	4	50	0	0	0
53	0	0	0	1	0
42	4	1	2	5	0
2	49	1	1	2	0
51	1	0	1	2	0
0	0	52	1	2	0
54	1	0	0	0	0
16	36	0	1	2	0
53	0	1	0	1	0
0	50	0	1	4	0
9	3	1	0	42	0
47	5	0	0	3	0
4	0	1	1	49	0
54	1	0	0	0	0
4	0	50	1	0	0
50	4	1	0	0	0
14	40	1	0	0	0
4	47	0	0	4	0
52	1	0	2	0	0
2	0	0	52	1	0
53	2	0	0	0	0
2	0	53	0	0	0
54	0	0	0	1	0
1	54	0	0	0	0
51	3	0	0	1	0
12	41	1	1	0	0
51	0	0	3	1	0
54	0	0	0	1	0
8	0	0	46	1	0
54	0	1	0	0	0
8	2	44	0	1	0
2	51	1	1	0	0
51	1	0	2	1	0
2	1	1	0	51	0
54	1	0	0	0	0
4	3	0	42	6	0
53	0	1	1	0	0
2	1	51	0	1	0
13	37	0	0	5	0
51	2	0	0	2	0
0	52	0	2	1	0
0	52	1	2	0	0
2	1	1	49	2	0
47	1	1	2	4	0
54	0	0	0	1	0
2	51	1	0	1	0
45	2	1	6	1	0
52	1	0	0	2	0
0	0	1	53	1	0
51	0	0	0	4	0
54	0	0	0	1	0
3	0	1	0	51	0
53	2	0	0	0	0
5	47	0	1	2	0
54	0	1	0	0	0
1	0	0	0	54	0
48	1	5	1	0	0
0	53	0	2	0	0
27	2	0	1	25	0
54	0	0	1	0	0
4	16	0	4	31	0
54	1	0	0	0	0
53	1	1	0	0	0
7	4	0	44	0	0
54	0	1	0	0	0
37	17	1	0	0	0
54	0	0	0	1	0
53	2	0	0	0	0
1	1	1	52	0	0
51	2	1	0	1	0
1	2	49	0	3	0
2	53	0	0	0	0
50	1	0	4	0	0
2	2	0	51	0	0
52	0	1	1	1	0
54	0	0	1	0	0
0	0	52	0	3	0
49	1	2	1	2	0
53	0	0	0	2	0
8	2	1	43	1	0
0	0	0	55	0	0
43	6	1	4	1	0
54	1	0	0	0	0
10	44	1	0	0	0
52	1	1	0	1	0
0	54	0	1	0	0
0	47	0	0	8	0
49	1	0	0	5	0
1	1	0	34	19	0
54	0	1	0	0	0
1	0	1	0	53	0
52	0	0	1	2	0
4	50	0	0	1	0
53	0	2	0	0	0
0	55	0	0	0	0
50	1	2	0	2	0
54	0	0	1	0	0
0	51	1	2	1	0
54	0	0	1	0	0
6	1	0	44	4	0
54	0	1	0	0	0
6	1	47	0	1	0
54	0	0	0	1	0
2	52	0	0	1	0
48	3	0	1	3	0
8	0	0	0	47	0
50	1	0	4	0	0
54	1	0	0	0	0
5	3	0	47	0	0
53	0	2	0	0	0
0	2	53	0	0	0
54	0	0	1	0	0
5	48	2	0	0	0
48	7	0	0	0	0
1	54	0	0	0	0
53	1	0	0	1	0
5	2	45	0	3	0
50	1	0	0	4	0
1	0	0	0	54	0
52	2	1	0	0	0
0	0	0	0	55	0
0	0	0	55	0	0
47	0	5	3	0	0
3	1	51	0	0	0
51	0	0	2	2	0
54	0	0	0	1	0
6	47	2	0	0	0
54	0	0	1	0	0
44	3	3	1	4	0
53	0	0	0	2	0
0	55	0	0	0	0
48	0	0	1	6	0
3	0	1	48	3	0
51	3	0	0	1	0
4	50	0	1	0	0
0	52	1	2	0	0
51	1	0	2	1	0
12	11	0	3	29	0
2	1	1	51	0	0
49	1	2	1	2	0
54	1	0	0	0	0
2	0	0	0	53	0
53	0	0	0	2	0
8	46	0	0	1	0
53	0	1	1	0	0
0	55	0	0	0	0
54	0	0	0	1	0
1	52	0	2	0	0
47	3	0	4	1	0
54	0	1	0	0	0
9	0	0	46	0	0
54	0	0	0	1	0
0	1	0	54	0	0
54	0	1	0	0	0
0	1	0	52	2	0
54	0	0	0	1	0
52	3	0	0	0	0
7	48	0	0	0	0
54	0	1	0	0	0
0	52	1	0	2	0
6	1	0	47	1	0
54	0	1	0	0	0
2	2	0	50	1	0
50	5	0	0	0	0
0	1	0	53	1	0
48	0	0	2	5	0
4	2	0	1	48	0
0	0	0	1	54	0
54	1	0	0	0	0
1	0	1	0	53	0
53	0	0	2	0	0
54	1	0	0	0	0
54	0	1	0	0	0
2	0	0	49	4	0
0	3	1	51	0	0
54	1	0	0	0	0
54	1	0	0	0	0
54	1	0	0	0	0
54	1	0	0	0	0
50	2	1	2	0	0
54	0	0	0	1	0
2	51	1	0	1	0
1	2	0	52	0	0
45	4	0	6	0	0
7	25	0	23	0	0
0	47	1	1	6	0
9	0	0	4	42	0
54	0	0	1	0	0
0	1	0	7	47	0
51	0	1	1	2	0
4	0	51	0	0	0
48	5	1	0	1	0
5	50	0	0	0	0
53	0	1	1	0	0
2	53	0	0	0	0
54	0	0	1	0	0
48	0	1	2	4	0
0	55	0	0	0	0
52	0	3	0	0	0
54	0	0	0	1	0
1	1	50	0	3	0
4	7	1	42	1	0
53	0	0	1	1	0
1	0	54	0	0	0
53	0	1	0	1	0
4	46	2	1	2	0
54	0	0	0	1	0
0	52	0	1	2	0
48	2	0	1	4	0
7	0	0	0	48	0
53	1	0	1	0	0
0	1	1	2	51	0
48	1	2	3	1	0
52	1	0	2	0	0
8	0	0	45	2	0
54	0	1	0	0	0
0	0	0	50	5	0
1	48	0	2	4	0
52	0	0	2	1	0
54	0	0	0	1	0
3	0	1	51	0	0
0	55	0	0	0	0
1	1	53	0	0	0
52	0	1	2	0	0
3	50	1	0	1	0
50	1	1	3	0	0
5	0	45	1	4	0
52	2	0	1	0	0
0	14	0	39	2	0
49	3	2	1	0	0
0	2	0	53	0	0
52	2	0	1	0	0
2	47	2	1	3	0
54	0	1	0	0	0
2	2	0	2	49	0
5	1	0	46	3	0
48	5	1	1	0	0
16	0	0	0	39	0
54	1	0	0	0	0
54	0	1	0	0	0
49	2	1	0	3	0
0	0	0	0	55	0
54	0	0	1	0	0
0	0	0	0	55	0
54	1	0	0	0	0
0	1	1	0	53	0
53	2	0	0	0	0
1	0	1	0	53	0
46	1	1	1	5	0
53	1	0	0	0	0
6	4	12	31	1	0
50	2	1	0	1	0
44	2	3	2	3	0
5	0	25	14	10	0
53	0	0	1	0	0
1	1	45	1	6	0
0	3	1	49	1	0
51	0	1	2	0	0
0	0	0	1	53	0
53	0	1	0	0	0
6	0	0	46	2	0
48	1	2	1	2	0
0	0	0	53	1	0
45	0	2	2	5	0
51	1	0	0	2	0
1	0	0	2	51	0
53	0	0	1	0	0
52	2	0	0	0	0
52	0	0	2	0	0
0	0	0	2	52	0
0	0	50	0	4	0
46	3	1	2	2	0
53	1	0	0	0	0
6	2	26	16	4	0
0	4	0	49	1	0
51	0	1	0	2	0
1	53	0	0	0	0
52	0	0	2	0	0
46	4	1	2	1	0
1	0	1	0	52	0
48	2	1	2	1	0
2	52	0	0	0	0
6	0	0	48	0	0
53	0	0	0	1	0
0	0	2	51	1	0
49	2	2	1	0	0
0	0	0	0	54	0
47	0	2	1	4	0
5	0	0	48	1	0
52	0	0	0	2	0
1	0	0	52	1	0
48	1	1	1	3	0
1	0	0	0	53	0
2	0	0	52	0	0
48	1	0	4	1	0
0	0	54	0	0	0
49	0	1	1	3	0
5	2	0	0	47	0
52	1	0	0	1	0
1	53	0	0	0	0
48	0	2	1	3	0
1	0	1	0	52	0
1	0	53	0	0	0
48	1	0	0	5	0
52	0	1	1	0	0
4	2	13	35	0	0
44	2	3	1	4	0
3	2	0	0	49	0
50	3	1	0	0	0
0	54	0	0	0	0
52	0	1	1	0	0
1	1	51	0	1	0
2	52	0	0	0	0
50	0	1	0	3	0
53	0	0	1	0	0
1	0	0	0	53	0
52	1	0	0	1	0
10	1	42	1	0	0
51	0	1	0	2	0
0	0	54	0	1	0
52	3	0	0	0	0
1	54	0	0	0	0
1	1	50	1	2	0
54	0	0	0	1	0
50	1	3	0	1	0
1	5	0	49	0	0
6	0	1	0	48	0
54	0	0	1	0	0
54	1	0	0	0	0
0	0	0	1	54	0
54	0	0	0	1	0
0	1	1	53	0	0
52	0	0	1	2	0
1	54	0	0	0	0
54	0	0	1	0	0
54	0	0	1	0	0
45	3	0	1	6	0
3	0	0	0	52	0
52	0	1	2	0	0
1	1	0	51	2	0
54	0	1	0	0	0
0	0	0	55	0	0
53	0	1	0	1	0
0	54	1	0	0	0
48	0	0	5	2	0
1	0	1	52	1	0
52	3	0	0	0	0
1	54	0	0	0	0
0	1	53	0	1	0
52	2	1	0	0	0
1	1	0	0	53	0
49	2	0	3	1	0
0	0	0	1	54	0
54	1	0	0	0	0
2	0	51	0	2	0
41	7	4	1	2	0
6	48	1	0	0	0
54	0	0	0	1	0
54	0	0	0	1	0
0	54	1	0	0	0
53	1	0	0	1	0
12	0	43	0	0	0
53	0	0	1	1	0
0	1	53	1	0	0
52	1	0	1	1	0
54	0	0	1	0	0
0	1	53	0	1	0
48	2	1	1	3	0
2	51	1	0	1	0
50	0	0	0	5	0
1	0	46	0	8	0
1	5	0	48	1	0
54	0	0	0	1	0
54	0	0	0	1	0
50	3	1	1	0	0
54	0	0	1	0	0
3	50	1	1	0	0
0	53	0	2	0	0
50	1	0	2	2	0
9	1	1	43	1	0
52	1	1	0	1	0
2	0	2	51	0	0
54	0	0	1	0	0
0	0	1	53	1	0
50	1	0	1	3	0
